hostname,temp,filesize_mb,date,part_count
UFLX-017,C,520.53,4/21/2024,6457
hscq50,NA,18.07,4/21/2024,13540
UFLX-020,NA,92.56,4/21/2024,2661
5400-032,NA,36.87,4/21/2024,1615
STS-101,H,998.11,4/21/2024,17656
MFLX-100,A,107.06,4/21/2024,5200
MFLX-078,H,42.63,4/21/2024,19707
MFLX-069,A,200.66,4/21/2024,19969
STS-315,A,108.59,4/21/2024,11776
STS-385,NA,225.1,4/21/2024,25473
STS-277,H,233.45,4/21/2024,4151
UFLX-079,C,531.57,4/21/2024,6563
STS-008,H,217.93,4/21/2024,5708
ctsq80,NA,6.31,4/21/2024,835
MFLX-196,A,10.65,4/21/2024,6017
pilct05,NA,2.32,4/21/2024,4766
hscq53,NA,2.94,4/21/2024,1727
UFLX-052,NA,178.16,4/21/2024,3379
MFLX-217,A,188.28,4/21/2024,12189
RFLX-001,A,220.49,4/21/2024,3120
MFLX-192,H,20.21,4/21/2024,2228
STS-097,H,296.26,4/21/2024,3429
STS-259,A,102.06,4/21/2024,624
UFLX-055,A,107.99,4/21/2024,3271
STS-365,A,1501.88,4/21/2024,1008
MFLX-220,H,25.09,4/21/2024,1083
cts07,NA,12.87,4/21/2024,11269
STS-246,A,69.31,4/21/2024,396
hscq45,NA,2.32,4/21/2024,2361
ctsq76,NA,3.93,4/21/2024,873
MFLX-044,A,157.48,4/21/2024,17136
MFLX-045,A,88.09,4/21/2024,6144
STS-308,A,387.63,4/21/2024,22141
STS-358,A,68.96,4/21/2024,398
STS-014,C,597.63,4/21/2024,16456
MFLX-200,A,3.07,4/21/2024,664
STS-361,A,43.72,4/21/2024,280
ctsq23,A,8.27,4/21/2024,2902
ctsq25,NA,31.07,4/21/2024,16855
MFLX-075,NA,118.87,4/21/2024,24240
MFLX-105,NA,81.83,4/21/2024,428
hscq49,NA,5.55,4/21/2024,11709
MFLX-106,NA,3.65,4/21/2024,285
MFLX-168,A,146.04,4/21/2024,43592
MFLX-028,A,84.15,4/21/2024,3183
MFLX-016,H,18.91,4/21/2024,10266
STS-392,H,587.28,4/21/2024,10477
STS-132,C,69.62,4/21/2024,2254
STS-382,H,350.1,4/21/2024,6253
STS-301,A,106.61,4/21/2024,6023
MFLX-142,A,3.29,4/21/2024,3483
STS-134,C,72.42,4/21/2024,2254
STS-120,C,70.43,4/21/2024,2254
UFLX-078,C,512.83,4/21/2024,6580
STS-121,C,83.52,4/21/2024,10090
STS-092,C,71.8,4/21/2024,2254
STS-095,C,70.97,4/21/2024,2254
MFLX-143,A,95.21,4/21/2024,13361
STS-122,C,71.08,4/21/2024,2254
MFLX-060,NA,118.76,4/21/2024,24182
ctsq90,NA,1.8,4/21/2024,932
MFLX-037,A,3.65,4/21/2024,177
MFLX-090,A,7,4/21/2024,726
MFLX-010,NA,3.67,4/21/2024,951
STS-266,H,235.89,4/21/2024,10427
MFLX-225,H,642.57,4/21/2024,8195
MFLX-154,H,156.12,4/21/2024,19831
5400-005,A,0.48,4/21/2024,125
MFLX-195,A,62.87,4/21/2024,4607
STS-305,A,353.04,4/21/2024,19793
STS-371,A,105.38,4/21/2024,640
STS-391,A,70.05,4/21/2024,497
MFLX-099,H,362.19,4/21/2024,27354
MFLX-144,A,18.95,4/21/2024,1040
STS-396,H,442.53,4/21/2024,5325
UFLX-022,A,775,4/21/2024,3880
STS-378,A,12.64,4/21/2024,517
5400-043,NA,0.39,4/21/2024,353
5400-043,NA,0.03,4/21/2024,353
5400-043,NA,0.41,4/21/2024,334
5400-043,NA,0.03,4/21/2024,334
STS-389,A,25.72,4/21/2024,123
5400-030,A,1.45,4/21/2024,197
UFLX-053,A,13.73,4/21/2024,200
STS-375,H,2.41,4/21/2024,494
STS-132,C,69.99,4/21/2024,2254
ate06,NA,12.55,4/21/2024,376
STS-357,A,874.34,4/21/2024,588
ctsq48,NA,0.09,4/21/2024,192
ctsq38,NA,0.41,4/21/2024,125
ctsq47,NA,0.12,4/21/2024,193
ctsq68,NA,0.19,4/21/2024,394
UFLX-080,NA,2076.08,4/21/2024,14954
lct93,C,0.45,4/21/2024,587
lct98,H,0.02,4/21/2024,165
lct63,NA,0.01,4/21/2024,108
lct65,A,0.25,4/21/2024,1157
MFLX-076,NA,112.96,4/21/2024,18766
MFLX-110,NA,17.25,4/21/2024,1571
MFLX-074,NA,6.32,4/21/2024,945
STS-129,C,72.09,4/21/2024,2254
STS-128,C,70.28,4/21/2024,2254
MFLX-136,NA,16.67,4/21/2024,1639
MFLX-072,NA,22.8,4/21/2024,5087
STS-120,C,71.15,4/21/2024,2254
STS-134,C,71.53,4/21/2024,2254
STS-037,A,298.45,4/21/2024,26960
MFLX-186,NA,24.31,4/21/2024,223
MFLX-186,NA,22.85,4/21/2024,222
MFLX-140,NA,21.95,4/21/2024,222
lct79,NA,8.48,4/21/2024,20952
MFLX-025,NA,11.12,4/21/2024,427
MFLX-215,A,1.2,4/21/2024,125
MFLX-140,NA,23.12,4/21/2024,224
lct25,NA,1.81,4/21/2024,7051
STS-095,C,70.96,4/21/2024,2254
STS-346,NA,3.33,4/21/2024,224
MFLX-135,NA,62.48,4/21/2024,3042
STS-316,A,26.14,4/21/2024,12290
UFLX-047,NA,215.02,4/21/2024,4227
STS-121,C,83.39,4/21/2024,10090
MFLX-045,A,2.07,4/21/2024,156
STS-092,C,71.28,4/21/2024,2254
STS-100,C,14.55,4/21/2024,463
5400-040,NA,6.04,4/21/2024,482
MFLX-178,A,2.78,4/21/2024,834
MFLX-004,A,27.13,4/21/2024,15841
MFLX-093,A,35.81,4/21/2024,7903
STS-213,A,1128.68,4/21/2024,756
MFLX-037,A,18.96,4/21/2024,1040
STS-381,A,42.91,4/21/2024,297
STS-284,C,4.78,4/21/2024,156
MFLX-156,A,39.58,4/21/2024,900
STS-097,H,21.07,4/21/2024,302
5400-023,NA,0.8,4/21/2024,1717
UFLX-058,A,1244.88,4/21/2024,21913
UFLX-067,A,33.26,4/21/2024,998
STS-375,H,1.78,4/21/2024,350
STS-172,A,311.11,4/21/2024,6772
ETS88-018,H,46.16,4/21/2024,46227
STS-349,A,1512.41,4/21/2024,1008
STS-360,A,383.43,4/21/2024,21614
STS-076,A,111.71,4/21/2024,23379
MFLX-190,C,53.17,4/21/2024,20844
UFLX-076,NA,698.02,4/21/2024,3472
MFLX-161,A,0.69,4/21/2024,329
MFLX-161,A,0.91,4/21/2024,384
STS-361,A,50.78,4/21/2024,289
cts17,NA,0.07,4/21/2024,111
ctsq48,NA,22.43,4/21/2024,37248
STS-400,C,62.4,4/21/2024,2123
ctsq26,NA,2.86,4/21/2024,296
ctsq31,NA,0.56,4/21/2024,125
ctsq38,NA,6.08,4/21/2024,1935
hsc11,NA,1.18,4/21/2024,3075
MFLX-075,NA,118.67,4/21/2024,24158
MFLX-162,NA,72.89,4/21/2024,803
STS-081,C,7.57,4/21/2024,248
MFLX-139,NA,67.5,4/21/2024,711
MFLX-110,NA,16.72,4/21/2024,1691
MFLX-136,NA,16.76,4/21/2024,1688
MFLX-140,NA,23.3,4/21/2024,223
lct63,NA,0.99,4/21/2024,2836
MFLX-025,NA,10.78,4/21/2024,427
lct69,NA,4.13,4/21/2024,3849
lct98,H,2.71,4/21/2024,21852
STS-122,C,69.35,4/21/2024,2254
STS-100,C,72.05,4/21/2024,2254
STS-128,C,71.22,4/21/2024,2254
STS-288,A,161.84,4/21/2024,1002
STS-115,C,3.32,4/21/2024,364
STS-129,C,73.29,4/21/2024,2254
MFLX-005,A,4.86,4/21/2024,490
STS-134,C,71.51,4/21/2024,2254
STS-121,C,83.46,4/21/2024,10090
STS-120,C,70.28,4/21/2024,2254
STS-324,A,35.31,4/21/2024,6740
STS-352,A,959.86,4/21/2024,699
UFLX-052,NA,94.93,4/21/2024,1764
MFLX-010,NA,52.33,4/21/2024,12465
MFLX-090,A,4.39,4/21/2024,500
STS-010,C,13.36,4/21/2024,364
RFLX-003,A,0.66,4/21/2024,384
STS-097,H,22.27,4/21/2024,500
STS-240,C,121.01,4/21/2024,4107
STS-252,H,6.37,4/21/2024,124
STS-286,H,812.26,4/21/2024,14525
5400-043,NA,0.03,4/21/2024,283
5400-043,A,0.08,4/21/2024,283
STS-172,A,4.86,4/21/2024,196
MFLX-040,H,1.51,4/21/2024,264
STS-315,A,10.44,4/21/2024,1213
MFLX-040,H,165.42,4/21/2024,27707
STS-283,H,60.3,4/21/2024,716
STS-172,A,7.81,4/21/2024,183
STS-389,A,102.32,4/21/2024,624
5400-001,A,1.08,4/21/2024,511
ETS88-018,H,0.86,4/21/2024,1293
MFLX-055,A,3.28,4/21/2024,842
ETS88-003,H,44.98,4/21/2024,45033
5400-015,A,14.49,4/21/2024,260
MFLX-170,A,2.49,4/21/2024,248
STS-076,A,0.4,4/21/2024,111
MFLX-142,A,0.05,4/21/2024,125
STS-132,C,69.7,4/21/2024,2254
MFLX-218,A,65.31,4/21/2024,18985
STS-076,A,1.57,4/21/2024,392
ctsq47,NA,0.14,4/21/2024,125
lct56,C,0.04,4/21/2024,128
ctsq68,NA,0.77,4/21/2024,500
ctsq26,NA,2.57,4/21/2024,293
ctsq82,NA,3.89,4/21/2024,3508
MFLX-110,NA,17.09,4/21/2024,1592
MFLX-136,NA,17.16,4/21/2024,1562
MFLX-060,NA,118.5,4/21/2024,24386
MFLX-140,A,22.15,4/21/2024,225
UFLX-077,C,481.17,4/21/2024,2950
MFLX-025,NA,11.21,4/21/2024,427
MFLX-025,NA,11.09,4/21/2024,427
lct36,NA,13.56,4/21/2024,6310
STS-037,A,4.36,4/21/2024,384
STS-081,C,16.48,4/21/2024,566
STS-095,C,70.73,4/21/2024,2254
STS-122,C,70.62,4/21/2024,2254
STS-092,C,70.91,4/21/2024,2254
STS-115,C,0.96,4/21/2024,508
STS-272,C,665.76,4/21/2024,21671
STS-128,C,70.41,4/21/2024,2254
MFLX-045,A,2.42,4/21/2024,192
RFLX-004,H,19.32,4/21/2024,1392
STS-236,H,236.19,4/21/2024,4184
5400-005,A,0.67,4/21/2024,140
STS-240,C,2.64,4/21/2024,121
MFLX-156,A,7.65,4/21/2024,175
MFLX-088,A,24.91,4/21/2024,886
MFLX-078,H,43.04,4/21/2024,19978
MFLX-054,C,2.68,4/21/2024,11811
MFLX-144,A,42.78,4/21/2024,2080
STS-283,H,24.25,4/21/2024,377
STS-358,A,105.44,4/21/2024,635
MFLX-055,A,38.09,4/21/2024,9845
MFLX-204,C,28.35,4/21/2024,1327
MFLX-084,H,8.68,4/21/2024,7993
STS-230,A,372.01,4/21/2024,240
STS-393,H,472.93,4/21/2024,8457
STS-378,H,331.97,4/21/2024,14920
MFLX-180,A,3.75,4/21/2024,257
STS-268,A,380.67,4/21/2024,21853
5400-019,NA,0.91,4/21/2024,147
STS-132,C,71.75,4/21/2024,2254
ETS88-003,H,1.27,4/21/2024,1422
MFLX-142,H,8.65,4/21/2024,12852
MFLX-097,A,143.99,4/21/2024,24499
STS-301,A,72.08,4/21/2024,4025
ETS88-014,A,0.86,4/21/2024,993
cts17,NA,0.04,4/21/2024,132
STS-379,A,1505.24,4/21/2024,1008
hsc11,NA,0.8,4/21/2024,2083
MFLX-025,NA,11.13,4/21/2024,427
lct56,H,7.05,4/21/2024,13056
lct63,NA,0.88,4/21/2024,2376
STS-129,C,71.98,4/21/2024,2254
lct25,NA,0.05,4/21/2024,192
STS-121,C,83.48,4/21/2024,10090
5400-045,NA,1.17,4/21/2024,121
STS-134,C,71.21,4/21/2024,2254
STS-136,A,64.53,4/21/2024,19398
STS-250,C,185.92,4/21/2024,6176
STS-120,C,71.03,4/21/2024,2254
MFLX-136,NA,16.28,4/21/2024,1812
MFLX-075,NA,118.8,4/21/2024,24186
STS-095,C,71.7,4/21/2024,2254
MFLX-110,NA,17.2,4/21/2024,1594
STS-250,C,4.33,4/21/2024,141
MFLX-186,NA,23.53,4/21/2024,227
5400-040,NA,2.41,4/21/2024,193
hscq53,NA,0.23,4/21/2024,125
MFLX-186,NA,25.21,4/21/2024,223
STS-122,C,71.03,4/21/2024,2254
lct81,C,0.52,4/21/2024,604
UFLX-020,NA,30.19,4/21/2024,863
MFLX-178,A,160.6,4/21/2024,42953
STS-272,C,16.3,4/21/2024,535
STS-092,C,71.12,4/21/2024,2254
pilct05,NA,0.06,4/21/2024,116
MFLX-057,A,2.49,4/21/2024,384
ctsq81,A,0.6,4/21/2024,199
ctsq90,NA,1.87,4/21/2024,976
MFLX-090,A,44.41,4/21/2024,4532
STS-368,A,56.89,4/21/2024,3780
STS-381,A,173.17,4/21/2024,1082
STS-010,C,25.47,4/21/2024,684
MFLX-195,A,13.84,4/21/2024,1110
UFLX-050,H,89.24,4/21/2024,630
5400-032,NA,38.18,4/21/2024,1585
MFLX-020,NA,4.67,4/21/2024,185
STS-275,C,179.99,4/21/2024,6023
RFLX-003,A,0.69,4/21/2024,274
STS-257,H,122.7,4/21/2024,2238
MFLX-058,NA,370.35,4/21/2024,28973
STS-286,H,16.08,4/21/2024,374
STS-388,A,0.57,4/21/2024,109
STS-315,A,56.21,4/21/2024,6105
STS-259,A,65.11,4/21/2024,383
5400-022,NA,17.03,4/21/2024,783
MFLX-189,H,0.44,4/21/2024,192
STS-311,A,85.44,4/21/2024,554
ltx10s,NA,2,4/21/2024,604
ltx10s,NA,0.38,4/21/2024,116
RFRS-030,A,20.97,4/21/2024,2342
5400-019,NA,4.01,4/21/2024,761
STS-268,A,9.05,4/21/2024,643
STS-008,H,15.94,4/21/2024,544
MFLX-161,A,0.74,4/21/2024,382
ltx10s,NA,1.83,4/21/2024,1495
ltx11s,NA,0.93,4/21/2024,753
ltx11s,NA,0.15,4/21/2024,116
ltx14s,NA,0.14,4/21/2024,665
UFLX-079,C,523.7,4/21/2024,6548
ctsq86,NA,0.19,4/21/2024,176
MFLX-098,A,1.6,4/21/2024,200
cts16,NA,0.93,4/21/2024,690
ctsq23,A,0.66,4/21/2024,437
hscq05,NA,0.53,4/21/2024,671
ctsq31,NA,3.47,4/21/2024,913
hsc05,NA,0.26,4/21/2024,471
hscq03,NA,15.61,4/21/2024,4342
lct01,C,0.58,4/21/2024,1645
ltx9m,NA,0.42,4/21/2024,154
ltx9m,NA,0.33,4/21/2024,152
ltx9m,NA,1.38,4/21/2024,500
ltx11s,NA,0.78,4/21/2024,127
ltx9m,NA,0.31,4/21/2024,151
ltx14s,NA,0.98,4/21/2024,120
ltx9m,NA,1.08,4/21/2024,500
ltx9m,NA,1.08,4/21/2024,369
lct70,NA,0.16,4/21/2024,200
MFLX-136,NA,16.88,4/21/2024,1655
MFLX-087,A,13.22,4/21/2024,1716
MFLX-110,NA,17.16,4/21/2024,1604
ltx15s,NA,0.14,4/21/2024,117
STS-121,C,83.49,4/21/2024,10090
MFLX-186,NA,24.57,4/21/2024,230
MFLX-196,A,77.83,4/21/2024,6077
STS-100,C,74.12,4/21/2024,2254
MFLX-140,NA,23.24,4/21/2024,224
STS-134,C,71.62,4/21/2024,2254
STS-120,C,70.53,4/21/2024,2254
ctsq76,NA,0.59,4/21/2024,125
hscq53,NA,2.94,4/21/2024,1735
hsc09,NA,2.98,4/21/2024,1875
MFLX-045,NA,75.08,4/21/2024,6302
MFLX-035,A,1.99,4/21/2024,248
MFLX-004,H,66.97,4/21/2024,15512
STS-136,A,5.64,4/21/2024,1755
MFLX-135,NA,4.01,4/21/2024,302
MFLX-137,H,0.39,4/21/2024,247
STS-351,A,1319.96,4/21/2024,924
RFLX-004,A,7.5,4/21/2024,500
STS-003A,H,127.11,4/21/2024,4017
RFLX-003,A,5.05,4/21/2024,2643
MFLX-120,H,1.07,4/21/2024,264
STS-283,H,22.95,4/21/2024,500
MFLX-047,H,4.54,4/21/2024,184
STS-132,C,71.07,4/21/2024,2254
MFLX-180,A,19.03,4/21/2024,1040
STS-208,A,1373.82,4/21/2024,924
ETS88-014,A,0.63,4/21/2024,500
STS-301,A,379.78,4/21/2024,21471
lct27,NA,0.06,4/21/2024,186
lct27,NA,0.17,4/21/2024,500
ctsq86,NA,0.96,4/21/2024,1120
ctsq82,NA,22.29,4/21/2024,20273
STS-095,C,70.67,4/21/2024,2254
MFLX-060,NA,118.88,4/21/2024,24285
MFLX-025,NA,10.88,4/21/2024,429
STS-122,C,71.74,4/21/2024,2254
MFLX-076,NA,3.48,4/21/2024,938
STS-092,C,72.42,4/21/2024,2254
STS-128,C,72.42,4/21/2024,2254
lct77,C,0.44,4/21/2024,604
STS-121,C,83.74,4/21/2024,10090
MFLX-110,NA,16.94,4/21/2024,1660
MFLX-140,NA,24.31,4/21/2024,224
STS-134,C,71.29,4/21/2024,2254
MFLX-139,NA,71.78,4/21/2024,710
MFLX-140,NA,20.88,4/21/2024,224
lct69,NA,2.32,4/21/2024,2536
MFLX-005,A,26.1,4/21/2024,2559
hscq49,NA,0.24,4/21/2024,525
MFLX-135,NA,14.1,4/21/2024,794
STS-288,A,42.74,4/21/2024,232
MFLX-186,NA,24.86,4/21/2024,225
MFLX-186,NA,23.75,4/21/2024,226
STS-136,A,0.3,4/21/2024,200
MFLX-137,H,1.75,4/21/2024,500
UFLX-052,NA,9.98,4/21/2024,120
STS-396,H,30.87,4/21/2024,483
STS-285,A,31.15,4/21/2024,205
MFLX-054,C,5.52,4/21/2024,24287
STS-108,C,57.18,4/21/2024,747
STS-388,A,137.88,4/21/2024,17168
MFLX-161,A,2.91,4/21/2024,1446
STS-132,C,71.62,4/21/2024,2254
STS-313,A,70.63,4/21/2024,559
STS-361,A,102.84,4/21/2024,617
MFLX-190,C,11.37,4/21/2024,4820
MFLX-025,NA,11.05,4/21/2024,432
MFLX-075,NA,118.47,4/21/2024,24168
lct98,NA,0.02,4/21/2024,192
lct98,NA,0.02,4/21/2024,192
lct97,NA,0.36,4/21/2024,392
UFLX-080,NA,2071.85,4/21/2024,14909
hscq30,NA,4.13,4/21/2024,11838
lct44,A,0.16,4/21/2024,149
lct36,NA,0.59,4/21/2024,557
STS-120,C,70.72,4/21/2024,2254
STS-129,C,72.62,4/21/2024,2254
STS-095,C,71.2,4/21/2024,2254
MFLX-066,NA,51.28,4/21/2024,250
MFLX-136,NA,0.76,4/21/2024,134
STS-122,C,71.36,4/21/2024,2254
STS-128,C,72.55,4/21/2024,2254
MFLX-186,NA,25.16,4/21/2024,224
STS-009,H,216.74,4/21/2024,4654
STS-092,C,71.77,4/21/2024,2254
MFLX-140,NA,20.97,4/21/2024,221
STS-121,C,83.45,4/21/2024,10090
hscq49,NA,0.19,4/21/2024,392
MFLX-045,NA,73.44,4/21/2024,6219
STS-368,A,3.26,4/21/2024,356
RFLX-001,A,43.81,4/21/2024,791
STS-251,C,671.37,4/21/2024,22292
5400-040,NA,4.77,4/21/2024,279
MFLX-112,A,10.43,4/21/2024,498
STS-308,A,102.55,4/21/2024,5861
MFLX-108,H,1.07,4/21/2024,202
MFLX-108,H,5.41,4/21/2024,1070
STS-245,C,496.29,4/21/2024,16898
STS-257,H,48.06,4/21/2024,1113
STS-396,H,23,4/21/2024,500
STS-247,C,74.8,4/21/2024,2576
5400-035,NA,2.42,4/21/2024,397
MFLX-016,H,0.62,4/21/2024,367
STS-230,A,260.67,4/21/2024,180
MFLX-220,H,1.09,4/21/2024,101
5400-015,A,14.29,4/21/2024,265
5400-019,NA,0.8,4/21/2024,125
RFLX-002,A,1.4,4/21/2024,101
RFLX-009,A,10.36,4/21/2024,647
STS-400,C,5.42,4/21/2024,159
STS-357,A,968.13,4/21/2024,724
cts21,NA,0.1,4/21/2024,116
lct29,A,0.05,4/21/2024,192
ctsq26,NA,1.13,4/21/2024,125
hsc05,NA,0.24,4/21/2024,512
ctsq54,NA,12.03,4/21/2024,5732
ctsq23,H,11.48,4/21/2024,3879
hscq05,NA,1.23,4/21/2024,1564
ctsq56,NA,0.55,4/21/2024,948
MFLX-076,NA,0.21,4/21/2024,228
MFLX-076,NA,0.25,4/21/2024,244
MFLX-136,NA,17.79,4/21/2024,1468
MFLX-025,NA,10.9,4/21/2024,428
MFLX-110,NA,16.95,4/21/2024,1606
hscq36,NA,0.03,4/21/2024,222
MFLX-072,NA,95.73,4/21/2024,19711
pilct04,A,0.1,4/21/2024,228
lct97,NA,0.54,4/21/2024,7080
lct98,NA,6.26,4/21/2024,44844
STS-115,C,0.5,4/21/2024,186
MFLX-162,NA,70.47,4/21/2024,711
STS-134,C,71.98,4/21/2024,2254
STS-100,C,41.03,4/21/2024,1351
STS-120,C,70.46,4/21/2024,2254
MFLX-140,NA,22.74,4/21/2024,222
MFLX-060,NA,118.97,4/21/2024,24329
STS-095,C,70.12,4/21/2024,2254
MFLX-186,NA,25.27,4/21/2024,223
MFLX-186,NA,24.91,4/21/2024,226
STS-272,C,124.6,4/21/2024,4172
MFLX-143,A,1.27,4/21/2024,175
STS-317,A,203.16,4/21/2024,19609
RFLX-003,A,2.16,4/21/2024,2099
STS-015,C,5.91,4/21/2024,203
STS-245,C,7.97,4/21/2024,263
STS-015,C,4.83,4/21/2024,154
STS-305,A,388.13,4/21/2024,21875
UFLX-028,A,6.32,4/21/2024,135
5400-023,A,0.66,4/21/2024,125
MFLX-100,A,2.99,4/21/2024,178
MFLX-064,A,9.67,4/21/2024,120
STS-372,A,88.8,4/21/2024,588
MFLX-204,A,3.09,4/21/2024,188
MFLX-220,H,4.3,4/21/2024,182
STS-287,H,1167.33,4/21/2024,20983
STS-132,C,71.29,4/21/2024,2254
STS-014,C,4.87,4/21/2024,123
STS-268,A,105.66,4/21/2024,6049
RFRS-030,A,28.61,4/21/2024,3202
RFLX-008,A,10,4/21/2024,816
STS-268,A,2.35,4/21/2024,151
ctsq16,NA,0.2,4/21/2024,500
lct38,NA,0.16,4/21/2024,200
ctsq86,NA,0.14,4/21/2024,125
hsc11,NA,0.76,4/21/2024,2057
lct29,A,0.99,4/21/2024,3762
STS-128,C,71.72,4/21/2024,2254
MFLX-165,A,5.53,4/21/2024,1090
MFLX-025,C,11.02,4/21/2024,428
MFLX-196,A,2.55,4/21/2024,224
STS-129,C,71.75,4/21/2024,2254
STS-115,C,1.26,4/21/2024,500
MFLX-136,NA,17.77,4/21/2024,1478
MFLX-140,NA,23.9,4/21/2024,223
hscq50,NA,0.3,4/21/2024,300
STS-120,C,70.97,4/21/2024,2254
STS-122,C,71.24,4/21/2024,2254
STS-121,C,83.43,4/21/2024,10090
MFLX-186,NA,24.49,4/21/2024,224
MFLX-045,NA,1.57,4/21/2024,144
STS-092,C,67.76,4/21/2024,2254
MFLX-143,A,1.53,4/21/2024,500
MFLX-137,A,58.23,4/21/2024,8822
STS-250,C,166.66,4/21/2024,5468
STS-368,C,31.43,4/21/2024,4762
STS-266,H,123.12,4/21/2024,5300
STS-399,A,43.18,4/21/2024,302
STS-245,C,12.28,4/21/2024,537
MFLX-195,A,86.76,4/21/2024,6208
MFLX-100,A,19.03,4/21/2024,1040
ETS88-019,A,0.34,4/21/2024,200
5400-035,NA,1.38,4/21/2024,125
UFLX-025,A,8.28,4/21/2024,284
lct105,A,0.3,4/21/2024,500
UFLX-067,A,2.99,4/21/2024,125
STS-014,C,16.46,4/21/2024,504
STS-287,H,16.88,4/21/2024,295
MFLX-142,H,0.31,4/21/2024,1410
STS-132,C,71.04,4/21/2024,2254
STS-262,H,470.47,4/21/2024,8396
ETS88-004,A,0.25,4/21/2024,200
MFLX-190,C,0.99,4/21/2024,392
MFLX-200,A,2.16,4/21/2024,451
STS-382,H,6.86,4/21/2024,140
ctsq56,NA,0.3,4/21/2024,725
ctsq78,A,0.93,4/21/2024,611
lct76,NA,0.19,4/21/2024,342
MFLX-110,NA,16.85,4/21/2024,1675
STS-134,C,71.64,4/21/2024,2254
STS-126,H,2,4/21/2024,192
STS-095,C,70.8,4/21/2024,2254
MFLX-025,NA,11.13,4/21/2024,428
STS-122,C,71.56,4/21/2024,2254
STS-128,C,72.67,4/21/2024,2254
STS-121,C,83.43,4/21/2024,10090
MFLX-136,NA,17.94,4/21/2024,1451
STS-129,C,72.09,4/21/2024,2254
MFLX-075,NA,118.47,4/21/2024,24183
MFLX-140,NA,23.22,4/21/2024,223
MFLX-140,NA,23.75,4/21/2024,222
MFLX-186,NA,23.87,4/21/2024,229
STS-316,A,3.24,4/21/2024,3246
MFLX-186,NA,24.3,4/21/2024,223
MFLX-072,NA,118.68,4/21/2024,24279
UFLX-052,H,199.84,4/21/2024,3323
MFLX-135,NA,94.21,4/21/2024,4629
MFLX-045,NA,78.87,4/21/2024,6637
MFLX-044,A,7.6,4/21/2024,1624
5400-040,NA,3.46,4/21/2024,193
STS-236,H,341.06,4/21/2024,6027
MFLX-090,A,4.61,4/21/2024,486
5400-010,NA,0.56,4/21/2024,150
5400-010,NA,0.56,4/21/2024,150
5400-010,NA,0.46,4/21/2024,120
MFLX-154,H,2,4/21/2024,240
5400-010,NA,0.46,4/21/2024,120
MFLX-099,H,2.45,4/21/2024,500
RFLX-003,A,0.21,4/21/2024,192
5400-007,A,1.91,4/21/2024,177
MFLX-047,H,7,4/21/2024,260
MFLX-054,C,0.04,4/21/2024,189
STS-262,H,10.55,4/21/2024,224
MFLX-055,A,0.76,4/21/2024,192
STS-172,H,281.72,4/21/2024,6739
ETS88-019,A,4.89,4/21/2024,3373
STS-360,A,74.02,4/21/2024,4106
RFRS-030,A,18.28,4/21/2024,2041
STS-400,C,5.59,4/21/2024,250
MFLX-161,A,8.48,4/21/2024,4259
ctsq16,NA,0.05,4/21/2024,125
ctsq48,NA,0.09,4/21/2024,192
ctsq26,NA,3.39,4/21/2024,470
ctsq48,NA,6.69,4/21/2024,11136
ctsq80,NA,1.01,4/21/2024,125
hsc05,NA,0.54,4/21/2024,953
hsc11,NA,1.11,4/21/2024,3023
MFLX-110,NA,17.01,4/21/2024,1646
MFLX-115,C,0.42,4/21/2024,158
MFLX-025,NA,10.97,4/21/2024,427
MFLX-140,NA,23.6,4/21/2024,221
MFLX-136,NA,17.76,4/21/2024,1486
MFLX-139,NA,71.57,4/21/2024,710
STS-120,A,71.27,4/21/2024,2254
STS-037,A,149.23,4/21/2024,13475
STS-134,C,70.67,4/21/2024,2254
MFLX-060,NA,118.6,4/21/2024,24360
MFLX-186,NA,25.2,4/21/2024,228
STS-100,C,29.8,4/21/2024,949
STS-316,A,3.88,4/21/2024,2252
STS-122,C,71.46,4/21/2024,2254
MFLX-181,A,1.36,4/21/2024,2844
STS-092,C,72.28,4/21/2024,2254
STS-095,C,70.94,4/21/2024,2254
STS-128,C,72.55,4/21/2024,2254
STS-129,C,72.54,4/21/2024,2254
5400-040,NA,2.35,4/21/2024,125
MFLX-041,A,1.07,4/21/2024,288
MFLX-112,A,3.05,4/21/2024,151
5400-010,NA,0.49,4/21/2024,121
5400-010,NA,0.49,4/21/2024,120
5400-010,NA,0.49,4/21/2024,120
5400-010,NA,0.49,4/21/2024,120
RFLX-001,A,35.76,4/21/2024,500
STS-308,A,183.08,4/21/2024,10046
5400-032,NA,20.69,4/21/2024,844
STS-245,C,136.45,4/21/2024,4657
MFLX-096,A,10.8,4/21/2024,1695
STS-172,H,4.59,4/21/2024,111
MFLX-040,H,9.16,4/21/2024,1099
ETS88-019,A,0.85,4/21/2024,574
STS-385,NA,40.6,4/21/2024,4598
STS-287,H,29.11,4/21/2024,598
STS-125,A,386.51,4/21/2024,41772
STS-132,C,70.1,4/21/2024,2254
UFLX-053,A,14.5,4/21/2024,163
STS-392,H,14.34,4/21/2024,307
MFLX-142,H,0.2,4/21/2024,901
RFLX-002,A,2.34,4/21/2024,159
MFLX-190,C,0.51,4/21/2024,196
STS-400,C,180.17,4/21/2024,6112
lct97,NA,0.15,4/21/2024,392
ctsq56,NA,0.24,4/21/2024,200
MFLX-110,NA,16.99,4/21/2024,1626
MFLX-025,NA,10.98,4/21/2024,429
